,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__kernel,param_model__gamma,param_model__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.026298952102661134,0.0008697533868873392,0.019299888610839845,0.0018338065318232706,0.1,linear,,,"{'model__C': 0.1, 'model__kernel': 'linear'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
1,0.03110055923461914,0.002009500085114605,0.020099735260009764,0.0019846676140438213,1,linear,,,"{'model__C': 1, 'model__kernel': 'linear'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
2,0.03400087356567383,0.0034227250245912324,0.018299150466918945,0.002977705324446534,10,linear,,,"{'model__C': 10, 'model__kernel': 'linear'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
3,0.06729979515075683,0.0038423483275239092,0.016798877716064455,0.0010291618550250501,100,linear,,,"{'model__C': 100, 'model__kernel': 'linear'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
4,0.398299503326416,0.018194473243458787,0.018400907516479492,0.0030713541795583748,1000,linear,,,"{'model__C': 1000, 'model__kernel': 'linear'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
5,0.029900455474853517,0.00215324570796123,0.02049994468688965,0.0023452109188326683,0.1,rbf,0.001,,"{'model__C': 0.1, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
6,0.03089871406555176,0.0011575209060724556,0.020800065994262696,0.001720524158005171,0.1,rbf,0.0001,,"{'model__C': 0.1, 'model__gamma': 0.0001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
7,0.02909989356994629,0.0004894541784512034,0.021199607849121095,0.0023146333368793573,1,rbf,0.001,,"{'model__C': 1, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
8,0.031099843978881835,0.0007343461821195622,0.022100114822387697,0.0015949509738176575,1,rbf,0.0001,,"{'model__C': 1, 'model__gamma': 0.0001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
9,0.03179945945739746,0.0017785672243092769,0.022000741958618165,0.0007750650341032519,10,rbf,0.001,,"{'model__C': 10, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
10,0.030599546432495118,0.0035970974330195304,0.020300006866455077,0.0012080491926501817,10,rbf,0.0001,,"{'model__C': 10, 'model__gamma': 0.0001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
11,0.03839888572692871,0.0009709169019529313,0.023000812530517577,0.0020750693642826857,100,rbf,0.001,,"{'model__C': 100, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
12,0.029598569869995116,0.0008598387294044451,0.020999813079833986,0.004158687249837831,100,rbf,0.0001,,"{'model__C': 100, 'model__gamma': 0.0001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
13,0.05130090713500977,0.005333725069809263,0.023199462890625,0.004522710261855939,1000,rbf,0.001,,"{'model__C': 1000, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
14,0.046900272369384766,0.012022266757206388,0.0233001708984375,0.004154074638805262,1000,rbf,0.0001,,"{'model__C': 1000, 'model__gamma': 0.0001, 'model__kernel': 'rbf'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
15,0.034598779678344724,0.004317450565968373,0.02040095329284668,0.0028526129314586624,0.1,sigmoid,0.001,,"{'model__C': 0.1, 'model__gamma': 0.001, 'model__kernel': 'sigmoid'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
16,0.03389983177185059,0.002764472475732065,0.021999311447143555,0.0033011889203196105,0.1,sigmoid,0.0001,,"{'model__C': 0.1, 'model__gamma': 0.0001, 'model__kernel': 'sigmoid'}",0.6528925619834711,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6572451790633609,0.0021763085399448823,1
