,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__kernel,param_model__gamma,param_model__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
22,0.075099515914917,0.005092806608226859,0.028001689910888673,0.00130314317045715,100,sigmoid,0.0001,,"{'model__C': 100, 'model__gamma': 0.0001, 'model__kernel': 'sigmoid'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
23,0.090081787109375,0.012194620259265048,0.027901077270507814,0.0035129050912955408,1000,sigmoid,0.001,,"{'model__C': 1000, 'model__gamma': 0.001, 'model__kernel': 'sigmoid'}",0.75,0.765,0.75,0.74,0.74,0.749,0.009165151389911688,3
24,0.0726996898651123,0.0030909566891617456,0.030100917816162108,0.004619235690752352,1000,sigmoid,0.0001,,"{'model__C': 1000, 'model__gamma': 0.0001, 'model__kernel': 'sigmoid'}",0.725,0.755,0.77,0.735,0.745,0.746,0.015620499351813323,8
25,0.06269903182983398,0.0039582201877594245,0.025899505615234374,0.0006646361609900948,0.1,poly,0.001,2,"{'model__C': 0.1, 'model__degree': 2, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
26,0.058600330352783205,0.0028165285596985176,0.028499746322631837,0.0027564546873716073,0.1,poly,0.0001,2,"{'model__C': 0.1, 'model__degree': 2, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
27,0.06259970664978028,0.0017152729321184565,0.02730135917663574,0.0021116731284474026,0.1,poly,0.001,3,"{'model__C': 0.1, 'model__degree': 3, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
28,0.06580033302307128,0.008675279776342828,0.02888317108154297,0.0010116856490783685,0.1,poly,0.0001,3,"{'model__C': 0.1, 'model__degree': 3, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
29,0.06216754913330078,0.002972066857416314,0.028585243225097656,0.0027826597718666212,0.1,poly,0.001,4,"{'model__C': 0.1, 'model__degree': 4, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
30,0.06485195159912109,0.0043995305771222515,0.028200197219848632,0.0027664816313156585,0.1,poly,0.0001,4,"{'model__C': 0.1, 'model__degree': 4, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
31,0.0628993034362793,0.004247051120939683,0.028800773620605468,0.0021118764891597773,0.1,poly,0.001,5,"{'model__C': 0.1, 'model__degree': 5, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
32,0.05969915390014648,0.001989793083275631,0.028999137878417968,0.0018705918375548792,0.1,poly,0.0001,5,"{'model__C': 0.1, 'model__degree': 5, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
33,0.0635988712310791,0.004443768407376122,0.028599882125854494,0.0021299108443700644,1,poly,0.001,2,"{'model__C': 1, 'model__degree': 2, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
34,0.05999946594238281,0.0029491848196880844,0.02790040969848633,0.0022225918944378024,1,poly,0.0001,2,"{'model__C': 1, 'model__degree': 2, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
35,0.059300565719604494,0.002785705526644136,0.028300142288208006,0.0021583636243445287,1,poly,0.001,3,"{'model__C': 1, 'model__degree': 3, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
36,0.06339883804321289,0.004341062525835653,0.029300498962402343,0.002908184205488757,1,poly,0.0001,3,"{'model__C': 1, 'model__degree': 3, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
37,0.061099672317504884,0.0037201812656017037,0.029300642013549805,0.003295004230658219,1,poly,0.001,4,"{'model__C': 1, 'model__degree': 4, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
38,0.06319947242736816,0.0045780651031161485,0.02630167007446289,0.0008121691071284911,1,poly,0.0001,4,"{'model__C': 1, 'model__degree': 4, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
39,0.06059865951538086,0.0016544000296859582,0.026500988006591796,0.0010008815290133359,1,poly,0.001,5,"{'model__C': 1, 'model__degree': 5, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
40,0.060699844360351564,0.0049855922287423094,0.026700258255004883,0.0007483606232956851,1,poly,0.0001,5,"{'model__C': 1, 'model__degree': 5, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
41,0.0662984848022461,0.0024820968666484896,0.027601003646850586,0.004079056746005498,10,poly,0.001,2,"{'model__C': 10, 'model__degree': 2, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
42,0.06009993553161621,0.002555917120623887,0.02610049247741699,0.00037503712657835673,10,poly,0.0001,2,"{'model__C': 10, 'model__degree': 2, 'model__gamma': 0.0001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
43,0.0656001091003418,0.005064418066914418,0.0347991943359375,0.010462750144838547,10,poly,0.001,3,"{'model__C': 10, 'model__degree': 3, 'model__gamma': 0.001, 'model__kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,15
