,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_features,param_model__max_samples,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,3.9689861536026,0.07403314313424253,0.02745165824890137,0.002242215005726379,0.8404743610156344,0.3945483623211097,53,"OrderedDict([('model__max_features', 0.8404743610156344), ('model__max_samples', 0.3945483623211097), ('model__n_estimators', 53)])",0.5481108757062148,0.6786930344171568,0.7357108627349245,0.8864066283292977,0.3395784690995042,0.4748600181598064,0.35633665542488174,0.7235255977306497,0.7585753523346391,0.23582961862308072,0.5737627112560155,0.20452953657862044,28
1,3.6733314990997314,0.04903526737350844,0.04410021305084229,0.004252565923673308,0.5171618334117144,0.23276880061894606,112,"OrderedDict([('model__max_features', 0.5171618334117144), ('model__max_samples', 0.23276880061894606), ('model__n_estimators', 112)])",0.569105449383143,0.6999920731004265,0.7426351896690879,0.8941921048080249,0.3319587368845843,0.4531240992159576,0.35521157615588606,0.7613814219460578,0.7642730424602638,0.2598234949795128,0.5831697188602945,0.20907026760871322,2
2,28.74234347343445,0.42679695846624377,0.14275050163269043,0.014902121290938876,0.3793627038659245,0.9647003759083881,452,"OrderedDict([('model__max_features', 0.3793627038659245), ('model__max_samples', 0.9647003759083881), ('model__n_estimators', 452)])",0.5576276591144933,0.7054589314539375,0.7535472875590915,0.9052023881586533,0.34504262510088785,0.44001769139859337,0.338692998385795,0.7416488810842451,0.7813526047998559,0.2613318924760233,0.5829922959531575,0.21290323148981208,4
3,2.5694478034973143,0.04222640923701114,0.022679615020751952,0.0026676370983333836,0.6696982265597858,0.544269368704909,34,"OrderedDict([('model__max_features', 0.6696982265597858), ('model__max_samples', 0.544269368704909), ('model__n_estimators', 34)])",0.5695612461086129,0.6772842081747954,0.7240655266343826,0.8783752378069871,0.34803773204196936,0.4699147137668627,0.35230114291479303,0.7191904182988879,0.766621639875726,0.25902832185150165,0.5764380187474519,0.19855110849555768,24
4,36.46290183067322,0.615339359177622,0.13145027160644532,0.012769729796017303,0.5365423479480724,0.9440760015981897,434,"OrderedDict([('model__max_features', 0.5365423479480724), ('model__max_samples', 0.9440760015981897), ('model__n_estimators', 434)])",0.5393858814712326,0.6998758719589531,0.7546867793727661,0.9050816830969677,0.34411661910526925,0.4588819108151735,0.34876286319612587,0.7342410734386962,0.7791598000810482,0.2570354360844702,0.5821227918620703,0.21064435881789872,6
5,57.01126651763916,0.8965267443142193,0.12419683933258056,0.014262514134840705,0.993319796752216,0.9129816331888596,389,"OrderedDict([('model__max_features', 0.993319796752216), ('model__max_samples', 0.9129816331888596), ('model__n_estimators', 389)])",0.5519058788769744,0.682150243572005,0.7236592730312464,0.8938588147123256,0.3333819756716246,0.4737286334025136,0.36106577164764214,0.7062857400153091,0.7610410194065469,0.2178143995677428,0.5704891749903932,0.20722290749484604,35
6,20.950666522979738,0.36145765683844944,0.09264993667602539,0.02857375370591463,0.7254553822556186,0.5175936168976598,264,"OrderedDict([('model__max_features', 0.7254553822556186), ('model__max_samples', 0.5175936168976598), ('model__n_estimators', 264)])",0.5442771388216303,0.6940541046927245,0.738005159690995,0.9038142799492678,0.332403724201545,0.47555812579268997,0.3627727574080479,0.7327461839794678,0.7612328335359538,0.2374721959565942,0.5782336504028917,0.20903978308038315,17
7,2.0178447723388673,0.03380963472927248,0.046537470817565915,0.005337044401762871,0.4419112111562574,0.105096158660941,134,"OrderedDict([('model__max_features', 0.4419112111562574), ('model__max_samples', 0.105096158660941), ('model__n_estimators', 134)])",0.5420765234059726,0.6999650495791537,0.7224206949729044,0.8635645465813444,0.3290465020754064,0.437849504208463,0.343348250317076,0.7855977306497366,0.7430762303570624,0.2679733441397631,0.5734918376286883,0.20530760769706358,29
8,11.78281102180481,0.1814259008262588,0.08320000171661376,0.006783463004004641,0.3392197059553208,0.9609941392104185,223,"OrderedDict([('model__max_features', 0.3392197059553208), ('model__max_samples', 0.9609941392104185), ('model__n_estimators', 223)])",0.5415486639571083,0.7058327568315461,0.7519907327337715,0.9001480888965756,0.342946500634152,0.43679108295860714,0.3200431655713133,0.7523283353595389,0.7801864109144943,0.2496465396911162,0.5781462277548223,0.21737971581060314,18
9,23.527875709533692,0.34495499041233313,0.13044340610504152,0.012385199911865225,0.8759910906667119,0.2340843931415114,463,"OrderedDict([('model__max_features', 0.8759910906667119), ('model__max_samples', 0.2340843931415114), ('model__n_estimators', 463)])",0.5757604418886199,0.6944486481033092,0.732845468695953,0.895947732906722,0.3282466058457281,0.4632903479188285,0.35178048973826814,0.7464280246746814,0.755363141068936,0.23159079652393177,0.5775701697364978,0.21098973537000815,21
10,25.446082377433775,0.33409154290674575,0.14551396369934083,0.017741269048609905,0.49663531029022745,0.6030390180375175,455,"OrderedDict([('model__max_features', 0.49663531029022745), ('model__max_samples', 0.6030390180375175), ('model__n_estimators', 455)])",0.541765752911334,0.6974464573965179,0.7541859434451748,0.9013956747953419,0.34785757523348326,0.4552616597486453,0.3444670240977747,0.7481039218334911,0.7774109595209149,0.2621369714980414,0.5830031940480719,0.21023646708819782,3
