,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.08459661006927491,0.0062171957166769305,0.015601420402526855,0.0015474529562403275,0.007373777130876544,0.1859016711348839,"OrderedDict([('model__C', 0.007373777130876544), ('model__l1_ratio', 0.1859016711348839)])",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1
1,0.07269651889801025,0.005758748349080483,0.01690232753753662,0.001685538128948864,0.0050840917129978255,0.5180577600051928,"OrderedDict([('model__C', 0.0050840917129978255), ('model__l1_ratio', 0.5180577600051928)])",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1
2,0.5038013696670532,0.020667899807581335,0.014450001716613769,0.0014225176462848042,3.913610984464623,0.775149425024257,"OrderedDict([('model__C', 3.913610984464623), ('model__l1_ratio', 0.775149425024257)])",0.5452301683385219,0.5447833794534763,0.4181493572005074,0.5124272166493717,0.43990329182520466,0.5317454312233367,0.16133942983973248,0.5189625827367284,0.6711243189697871,0.2523913728668558,0.45960565491035227,0.14312643512897638,35
3,0.06294937133789062,0.009099310358323778,0.013749790191650391,0.00110119302469244,0.0037401643601104365,0.8453357932408687,"OrderedDict([('model__C', 0.0037401643601104365), ('model__l1_ratio', 0.8453357932408687)])",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1
4,0.5589802265167236,0.01887707557680529,0.015593791007995605,0.001688526284269228,65.71433052016864,0.31964109495223975,"OrderedDict([('model__C', 65.71433052016864), ('model__l1_ratio', 0.31964109495223975)])",0.5218584255736192,0.5484387610976594,0.43653976421076907,0.5208819756716245,0.43590921538106764,0.44744825896460283,0.17631946846535224,0.4828745103336485,0.6720806880093657,0.2768175064163177,0.45191685741240273,0.1324844702017598,42
5,0.0795985221862793,0.005779107679220367,0.016651105880737305,0.001119912279705869,0.01509985047159206,0.9186059152427392,"OrderedDict([('model__C', 0.01509985047159206), ('model__l1_ratio', 0.9186059152427392)])",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1
6,0.14594898223876954,0.017537919790540386,0.015399909019470215,0.0014112028825443552,0.1475007957920283,0.4354761241183356,"OrderedDict([('model__C', 0.1475007957920283), ('model__l1_ratio', 0.4354761241183356)])",0.6521874639686382,0.5277837830047273,0.33857589646027897,0.5089844200392021,0.3565960812291018,0.5720717312348669,0.09060266055574773,0.49801972173443204,0.5707794137511819,0.3132468818947274,0.44288480538729036,0.15833683815805827,47
7,0.41579127311706543,0.04210356198942505,0.013049793243408204,0.0013501847262423197,1.4113692882694358,0.3078540812806925,"OrderedDict([('model__C', 1.4113692882694358), ('model__l1_ratio', 0.3078540812806925)])",0.601478727084054,0.5424611581920904,0.34717658249740574,0.4927991323648103,0.46882566585956414,0.6325683875245013,0.11692357027556785,0.5311756495114592,0.6504444144265837,0.23171687153856543,0.46155701592746023,0.16781065182386581,32
8,0.12369909286499023,0.008506217179169636,0.015109038352966309,0.0018495160079706023,0.12097067904158121,0.01643966756243487,"OrderedDict([('model__C', 0.12097067904158121), ('model__l1_ratio', 0.01643966756243487)])",0.6582551452784504,0.5447851810215611,0.28951559437334257,0.4717351983166148,0.49476824628156346,0.6604746771589992,0.09636407529113342,0.5301490386780134,0.6198712233779098,0.21531090999144492,0.4581229289769032,0.18429419479917766,36
9,0.5111875057220459,0.014687206164893775,0.01395115852355957,0.0013321173420851146,5.566296387648386,0.3192032884274833,"OrderedDict([('model__C', 5.566296387648386), ('model__l1_ratio', 0.3192032884274833)])",0.5625342297936123,0.5436952323302202,0.39717189842038514,0.5075611812521619,0.4544509541104577,0.5608461604980975,0.14511630923555863,0.5284848484848486,0.6682552118510514,0.24788329055788194,0.4615999316534275,0.15036900729805375,31
10,0.12856061458587648,0.018168599645252238,0.01565971374511719,0.0018554097736733894,0.001,0.0,"OrderedDict([('model__C', 0.001), ('model__l1_ratio', 0.0)])",0.6666864839156001,0.5446140320534993,0.27987360198316613,0.46815728410008073,0.5042787242015451,0.6666774760751758,0.0925141242937853,0.5276635598180918,0.6161988383087937,0.20897113782700708,0.45756352625767444,0.18816097124393452,39
11,0.08069934844970703,0.01250863227727894,0.018049788475036622,0.004192498931240783,0.007293019930528252,1.0,"OrderedDict([('model__C', 0.007293019930528252), ('model__l1_ratio', 1.0)])",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1
12,0.11670155525207519,0.0153240422769423,0.014900398254394532,0.002154128591792338,0.03567860689995946,0.0,"OrderedDict([('model__C', 0.03567860689995946), ('model__l1_ratio', 0.0)])",0.6633643923671163,0.5447455465236942,0.2826534215381068,0.4691859794765364,0.5026483050847457,0.6655514960221377,0.09383287213190361,0.5285749020667296,0.6177909856364537,0.21003557116484306,0.45783834720122674,0.18715227394303496,37
13,0.08186228275299072,0.016024599269438347,0.021859216690063476,0.005904728332133632,0.011184803242945216,0.8360989860829072,"OrderedDict([('model__C', 0.011184803242945216), ('model__l1_ratio', 0.8360989860829072)])",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1
