,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.01789999008178711,0.00037429618169176204,0.015198707580566406,0.0005083502328211106,0,1,1,0.1,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1, 'model__subsample': 0.1}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
1,0.020400571823120116,0.0012010385312056925,0.017598772048950197,0.0020352640601882174,0,1,1,0.3,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1, 'model__subsample': 0.3}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
2,0.018300867080688475,0.0029426427595847884,0.01309981346130371,0.002746730428733223,0,1,1,0.5,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1, 'model__subsample': 0.5}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
3,0.02030048370361328,0.0004004185232722668,0.016900396347045897,0.0016555610380580275,0,1,1,0.7,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1, 'model__subsample': 0.7}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
4,0.024400043487548827,0.0026150005015526242,0.01690058708190918,0.0022892580275645806,0,1,1,0.9,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1, 'model__subsample': 0.9}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
5,0.023999786376953124,0.0016734695182939769,0.0224001407623291,0.00842838849071364,0,1,1,1,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1, 'model__subsample': 1}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
6,0.12269973754882812,0.012072408574057123,0.017800283432006837,0.00366870462387854,0,1,100,0.1,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 100, 'model__subsample': 0.1}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
7,0.12290115356445312,0.004029650809934054,0.018599605560302733,0.0038131589458090132,0,1,100,0.3,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 100, 'model__subsample': 0.3}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
8,0.12320156097412109,0.007284375961103519,0.015499544143676759,0.0008943623940972698,0,1,100,0.5,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
9,0.13689961433410644,0.007466393870333535,0.025400209426879882,0.009830872151268192,0,1,100,0.7,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 100, 'model__subsample': 0.7}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
10,0.1388998031616211,0.014660988263106259,0.02160024642944336,0.0044657312276945,0,1,100,0.9,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 100, 'model__subsample': 0.9}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
11,0.12399935722351074,0.02542206646955464,0.059500598907470705,0.07871272811225685,0,1,100,1,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 100, 'model__subsample': 1}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
12,0.9830994129180908,0.06218812685303914,0.02440028190612793,0.0041520056443133,0,1,1000,0.1,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1000, 'model__subsample': 0.1}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
13,1.005199909210205,0.026947375617509754,0.05109987258911133,0.02426595383666922,0,1,1000,0.3,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1000, 'model__subsample': 0.3}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
14,1.0252996921539306,0.027489534815967206,0.03520035743713379,0.02192149463816943,0,1,1000,0.5,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1000, 'model__subsample': 0.5}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
15,1.044600486755371,0.057437239619868366,0.029199743270874025,0.024989354181135126,0,1,1000,0.7,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1000, 'model__subsample': 0.7}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
16,1.0555002212524414,0.028940011598855016,0.03999981880187988,0.030615180883394016,0,1,1000,0.9,"{'model__learning_rate': 0, 'model__max_depth': 1, 'model__n_estimators': 1000, 'model__subsample': 0.9}",0.76,0.76,0.76,0.7651006711409396,0.7651006711409396,0.7620402684563758,0.002498808328208341,2
